type,title,description,country,author,link
sites,Naval Postgraduate School Dudley Knox Library,"This subject guide contains links to Internet resources focusing on terrorism. The resource types are varied and included bibliographies, government documents, discussion groups, databases, federal agencies and other organizational sites. Topics covered 	http://www.nps.edu/Library/Research%20Tools/Subject%20Guides%20by%20Topic/Special%20Topics/Terrorism/TerrorismSubjectGuideEssay.html
SITE Intelligence Group	A monitoring service focusing on jihadist threats and latest trends within the global jihadist movement. Haverford users only. Access through TRIPOD. 	https://ent.siteintelgroup.com/
Defense and Security at the Center for Strategic and International Studies (CSIS)	CSIS analyzes aspects of defense and security, including acquisition and resources, homeland security, strategy, reconstruction, nuclear issues, and terrorism.""",,,https://www.csis.org/topics/defense-and-security
sites,Cybersecurity and Technology at the Center for Strategic and International Studies (CSIS),"CSIS analyzes ""how technological change can transform the way countries interrelate.""",,,https://www.csis.org/topics/cybersecurity-and-technology
sites,Institute for National Security Studies (INSS),INSS is an independent academic institute that studies key issues relating to Israel's national security and Middle East affairs.,,,http://www.inss.org.il/research.php?cat=10
sites,Council on Foreign Relations,"CFR is an ""independent, nonpartisan membership organization, think tank, and publisher.""",,,cfr.org
sites,RAND Corporation Terrorism and Homeland Security,RAND disseminates all its unclassified research online or in printed documents.,,,http://www.rand.org/topics/terrorism-and-homeland-security.html
sites,Jamestown Foundation,"The Jamestown Foundation’s mission is to inform and educate policy makers and the broader policy community about events and trends in those societies which are strategically or tactically important to the United States and which frequently restrict acces	http://www.jamestown.org/programs/gta/
The Handa Centre for the Study of Terrorism and Political Violence (CSTPV)	CSTPV at the University of St.Andrews is dedicated to the study of the determinants, manifestations and consequences of terrorism and other forms of political violence.""",,,http://www.st-andrews.ac.uk/~wwwir/research/cstpv/
sites,International Institute for Counter-Terrorism (Israel),"The ICT is an independent think tank providing expertise in terrorism, counter-terrorism, homeland security, threat vulnerability and risk assessment, intelligence analysis and national security and defense policy.",,,http://www.ict.org.il/Home.aspx
sites,Freedom of Information Act Electronic Reading Room (CIA),The CIA's FOIA ERR houses many declassified government documents.,,,https://www.cia.gov/library/readingroom/
sites,Quilliam Foundation,The Quilliam Foundation is a British counter-extremism think tank comprised of former Hizb ut-Tahrir members.,,,http://www.quilliamfoundation.org/
sites,PRISM: Project for the Research of Islamist Movements (Interdisciplinary Center Herzliya),"See especially sections on Islamist ideology, Mujahideen, Jihadi manuals, and Islamist rulings on Jihad and terrorism.",,,http://www.e-prism.org/
sites,MEMRI: The Middle East Media Research Institute,"The site includes reports, news, videos, blogs, and materials arranged by topic, language, and country.",,,http://www.memri.org/
sites,Combating Terrorism Center at West Point,"The CTC is an independent, privately funded, research and educational institution situated at West Point that informs and shapes counterterrorism policy and strategy.",,,http://www.ctc.usma.edu/
sites,"Hudson Institute: Center on Islam, Democracy and the Future of the Muslim World","The Hudson Institute, a think tank which focuses on foreign policy and national security, sponsors this Center.",,,http://www.currenttrends.org/
sites,Mapping Militant Organizations,"This research project traces the evolution of militant organizations and the interactions that develop between them over time. Findings are presented in interactive “maps,” which provide both (1) visual representations of how relationships among militant",,,http://www.stanford.edu/group/mappingmilitants/cgi-bin/
sites,Center for Terrorism and Security Studies at UMass Lowell,A Google Custom Search Engine for students and researchers of terrorism studies.,,,http://blogs.uml.edu/ctss/2013/11/06/terrorism-studies-search-engine/
student-resources,Afghanistan Online,Provides information on Afghanistan.,,,http://www.afghan-web.com/
student-resources,Al-Islam,Al-Islam is source that provides information about Islam.,,,http://www.al-islam.org/
student-resources,"Teaching Resource for High School and College Classrooms Using the SSRC's ""After September 11"" Essay Collection",The Social Science Research Council provides teachers with guides and ideas for lessons about September 11th and its aftermath.,,,http://essays.ssrc.org/sept11/essays/teaching_resource/tr_intro.htm
student-resources,Building a Global Terrorism Database,Source explains how to put together a database on global terrorism.,,,https://www.ncjrs.gov/pdffiles1/nij/grants/214260.pdf
student-resources,Understanding Polling Methodology,A guide to understanding polling results.,,,http://www.queensu.ca/cora/_files/mendlesohn_e.pdf
student-resources,The Art of Searching: How to Find Terrorism Literature in the Digital Age,This guide provides an overview on information retrieval techniques for locating high-quality literature on terrorism and counter-terrorism. Starting from general considerations on conducting a literature search – taking into account the specifics of terr,,,http://www.terrorismanalysts.com/pt/index.php/pot/article/view/283
student-resources,Terrorism Guide Website by the US National Counterterrorism Center (NCTC),"Focusing on international terrorism, this site ""contains many features"" ""pertaining to international terrorism: terrorist groups, wanted terrorists, technical pages on various threat-related topics, and a historic timeline...""",,,http://www.nctc.gov/site/index.html
student-resources,Council on Foreign Relations: Backgrounders,Background information on a variety of relevant topics and global issues.,,,http://www.cfr.org/publication/by_type/backgrounder.html
student-resources,Council on Foreign Relations: Research Links,"Helpful research links organized by topic, including defense & security; development; economics; energy & environment; global governance; health; peace, conflict, & human rights; politics & strategy; society & culture; technology & science; and terrorism.",,,http://www.cfr.org/publication/by_type/research_links.html?groupby=1&page=1
by-country,BBC Country Profile: Afganistan,,"Afghanistan, Islamic Republic of",,http://www.bbc.com/news/world-south-asia-12011352/
by-country,UN Data: Country Profile- Afghanistan,,"Afghanistan, Islamic Republic of",,http://data.un.org/CountryProfile.aspx?crName=Afghanistan/
by-country,UNDP Human Development Reports: Afghanistan,,"Afghanistan, Islamic Republic of",,http://hdr.undp.org/en/countries/profiles/AFG/
by-country,UNESCO Institute for Statistics: Regional and Country Profiles,,"Afghanistan, Islamic Republic of",,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=AFG&regioncode=40535/
by-country,Databank World Bank: Afghanistan,,"Afghanistan, Islamic Republic of",,http://databank.worldbank.org/data/reports.aspx?Code=IDN&id=556d8fa6&report_name=Popular_countries&populartype=country&ispopular=y/
by-country,IMF Country Information: Afganistan,,"Afghanistan, Islamic Republic of",,http://www.imf.org/external/country/AFG/index.htm/
by-country,World Bank: Afghanistan,,"Afghanistan, Islamic Republic of",,http://www.worldbank.org/en/country/afghanistan/
by-country,The Afghanistan Project at the Institute for the Study of War,"The project documents ""the pattern of enemy activity in Afghanistan and Pakistan; military operations by Coalition and Afghan forces; the implications of the drawdown of Surge forces; and the political, economic, and demographic dynamics underlying the conflict"".","Afghanistan, Islamic Republic of",,http://www.understandingwar.org/afghanistan/
by-country,Council on Foreign Relations’ Infoguide: The Taliban,,"Afghanistan, Islamic Republic of",,http://www.cfr.org/terrorist-organizations-and-networks/taliban/p35985?cid=-interactives_page_dap-061115
by-country,UNDP Human Development Reports: Albania,,Albania,,http://hdr.undp.org/en/countries/profiles/ALB/
by-country,UN Data: Country Profile- Albania,,Albania,,http://data.un.org/CountryProfile.aspx?crName=Albania/
by-country,UNESCO Institute for Statistics: Regional and Country Profiles- Albania,,Albania,,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=ALB&regioncode=40530/
by-country,IMF Country Information: Albania,,Albania,,http://www.imf.org/external/country/ALB/index.htm/
by-country,World Bank: Albania,,Albania,,http://www.worldbank.org/en/country/albania/
by-country,BBC Algeria Country Profile,,"Algeria, People's Democratic Republic of",,http://www.bbc.com/news/world-africa-1411885/
by-country,The Middle East Media Research Institute: North Africa,,"Algeria, People's Democratic Republic of",,http://www.memri.org/content/en/country.htm?country=north/
by-country,UN Data: Country Profile- Algeria,,"Algeria, People's Democratic Republic of",,http://data.un.org/CountryProfile.aspx?crName=Algeria/
by-country,UNDP Human Development Reports- Algeria,,"Algeria, People's Democratic Republic of",,http://hdr.undp.org/en/countries/profiles/DZA
by-country,UNESCO Institute for Statistics: Regional and Country Profiles- Algeria,,"Algeria, People's Democratic Republic of",,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=DZA&regioncode=405255/
by-country,IMF Country Information: Algeria,,"Algeria, People's Democratic Republic of",,http://www.imf.org/external/country/DZA/index.htm/
by-country,World Bank: Algeria,,"Algeria, People's Democratic Republic of",,http://www.worldbank.org/en/country/algeria/
by-country,Arab Barometer: Algeria,,"Algeria, People's Democratic Republic of",,http://www.arabbarometer.org/country/algeria/
by-country,UN Data: Country Profile- Azerbaijan,,Azerbaijan,,http://data.un.org/CountryProfile.aspx?crName=Azerbaijan/
by-country,UNDP Human Development Reports- Azerbaijan,,Azerbaijan,,http://hdr.undp.org/en/countries/profiles/AZE/
by-country,UNESCO Institute for Statistics: Regional and Country Profiles- Azerbaijan,,Azerbaijan,,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=AZE&regioncode=40505/
by-country,IMF Country Information: Azerbaijan,,Azerbaijan,,http://www.imf.org/external/country/AZE/index.htm/
by-country,World Bank: Azerbaijan,,Azerbaijan,,http://www.worldbank.org/en/country/azerbaijan/
by-country,BBC Bahrain Country Profile,,"Bahrain, Kingdom of",,http://www.bbc.com/news/world-middle-east-14540571/
by-country,The Middle East Media Research Institute: The Gulf,,"Bahrain, Kingdom of",,http://www.memri.org/content/en/country.htm?country=the_g/
by-country,UN Data: Country Profile- Bahrain,,"Bahrain, Kingdom of",,http://data.un.org/CountryProfile.aspx?crName=Bahrain/
by-country,UNDP Human Development Reports- Bahrain,,"Bahrain, Kingdom of",,http://hdr.undp.org/en/countries/profiles/BHR/
by-country,UNESCO Institute for Statistics: Regional and Country Profiles- Bahrain,,"Bahrain, Kingdom of",,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=BHR&regioncode=40525/
by-country,IMF Country Information: Bahrain,,"Bahrain, Kingdom of",,http://www.imf.org/external/country/BHR/index.htm/
by-country,World Bank: GCC,,"Bahrain, Kingdom of",,http://www.worldbank.org/en/country/gcc/
by-country,BBC Bangladesh Country Profile,,"Bangladesh, People's Republic of",,http://www.bbc.com/news/world-south-asia-12650940/
by-country,South Asian Terrorism Portal,,"Bangladesh, People's Republic of",,http://www.satp.org/
by-country,UN Data: Country Profile- Bangladesh,,"Bangladesh, People's Republic of",,http://data.un.org/CountryProfile.aspx?crName=Bangladesh/
by-country,Counter Extremism Project: Bangladesh,,"Bangladesh, People's Republic of",,http://www.counterextremism.com/countries/bangladesh/
by-country,Bangladesh Institute of Peace and Security Studies,,"Bangladesh, People's Republic of",,http://www.bipss.org.bd/index.php/page/bctr/
by-country,UNDP Human Development Reports- Bangladesh,,"Bangladesh, People's Republic of",,http://hdr.undp.org/en/countries/profiles/BGD/
by-country,UNESCO Institute for Statistics: Regional and Country Profiles- Bangladesh,,"Bangladesh, People's Republic of",,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=BGD&regioncode=40535/
by-country,IMF Country Information: Bangladesh,,"Bangladesh, People's Republic of",,http://www.imf.org/external/country/BGD/index.htm/
by-country,World Bank: Bangladesh,,"Bangladesh, People's Republic of",,http://www.worldbank.org/en/country/bangladesh/
by-country,The Middle East Media Research Institute: Africa,,Benin,,http://www.memri.org/content/en/country.htm?country=afric/
by-country,UN Data: Country Profile- Benin,,Benin,,http://data.un.org/CountryProfile.aspx?crName=Benin/
by-country,UNDP Human Development Reports- Benin,,Benin,,http://hdr.undp.org/en/countries/profiles/BEN/
by-country,UNESCO Institute for Statistics: Regional and Country Profiles- Benin,,Benin,,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=BEN&regioncode=40540/
by-country,IMF Country Information: Benin,,Benin,,http://www.imf.org/external/country/BEN/index.htm/
by-country,World Bank: Benin,,Benin,,http://www.worldbank.org/en/country/benin/
by-country,The Middle East Media Research Institute: Africa,,Brunei Darussalam,,http://www.memri.org/content/en/country.htm?country=afric/
by-country,UN Data: Country Profile- Brunei Darussalam,,Brunei Darussalam,,http://data.un.org/CountryProfile.aspx?crName=Brunei Darussalam/
by-country,UNDP Human Development Reports- Brunei Darussalam,,Brunei Darussalam,,http://hdr.undp.org/en/countries/profiles/BRN/
by-country,UNESCO Institute for Statistics: Regional and Country Profiles- Brunei Darussalam,,Brunei Darussalam,,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=BRN&regioncode=40515/
by-country,IMF Country Information: Brunei Darussalam,,Brunei Darussalam,,http://www.imf.org/external/country/BRN/index.htm/
by-country,The Middle East Media Research Institute: Africa,,Burkina Faso,,http://www.memri.org/content/en/country.htm?country=afric/
by-country,UN Data: Country Profile- Burkina Faso,,Burkina Faso,,http://data.un.org/CountryProfile.aspx?crName=Burkina Faso/
by-country,UNDP Human Development Reports- Burkina Faso,,Burkina Faso,,http://hdr.undp.org/en/countries/profiles/BFA/
by-country,UNESCO Institute for Statistics: Regional and Country Profiles- Burkina Faso,,Burkina Faso,,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=BFA&regioncode=40540/
by-country,IMF Country Information: Burkina Faso,,Burkina Faso,,http://www.imf.org/external/country/BFA/index.htm/
by-country,World Bank: Burkina Faso,,Burkina Faso,,http://www.worldbank.org/en/country/burkinafaso/
by-country,The Middle East Media Research Institute: Africa,,Cameroon,,http://www.memri.org/content/en/country.htm?country=afric/
by-country,UN Data: Country Profile- Cameroon,,Cameroon,,http://data.un.org/CountryProfile.aspx?crName=Cameroon/
by-country,UNDP Human Development Reports- Cameroon,,Cameroon,,http://hdr.undp.org/en/countries/profiles/CMR/
by-country,UNESCO Institute for Statistics: Regional and Country Profiles- Cameroon,,Cameroon,,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=CMR&regioncode=40540/
by-country,IMF Country Information: Cameroon,,Cameroon,,http://www.imf.org/external/country/CMR/index.htm/
by-country,World Bank: Cameroon,,Cameroon,,http://www.worldbank.org/en/country/cameroon/
by-country,The Middle East Media Research Institute: Africa,,"Chad, Republic of",,http://www.memri.org/content/en/country.htm?country=afric/
by-country,UN Data: Country Profile- Chad,,"Chad, Republic of",,http://data.un.org/CountryProfile.aspx?crName=Chad/
by-country,UNDP Human Development Reports- Chad,,"Chad, Republic of",,http://hdr.undp.org/en/countries/profiles/TCD/
by-country,UNESCO Institute for Statistics: Regional and Country Profiles- Chad,,"Chad, Republic of",,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=TCD&regioncode=40540/
by-country,IMF Country Information: Chad,,"Chad, Republic of",,http://www.imf.org/external/country/TCD/index.htm/
by-country,World Bank: Chad,,"Chad, Republic of",,http://www.worldbank.org/en/country/chad/
by-country,The Middle East Media Research Institute: Africa,,Comoros,,http://www.memri.org/content/en/country.htm?country=afric/
by-country,UN Data: Country Profile- Comoros,,Comoros,,http://data.un.org/CountryProfile.aspx?crName=Comoros/
by-country,UNDP Human Development Reports- Comoros,,Comoros,,http://hdr.undp.org/en/countries/profiles/COM/
by-country,UNESCO Institute for Statistics: Regional and Country Profiles- Comoros,,Comoros,,http://www.uis.unesco.org/DataCentre/Pages/country-profile.aspx?code=COM&regioncode=40540/
by-country,IMF Country Information: Comoros,,Comoros,,http://www.imf.org/external/country/COM/index.htm/
by-country,World Bank: Comoros,,Comoros,,http://www.worldbank.org/en/country/comoros/
